id|org|type|comment
676|google|cons|Expected to work at maintain quick pace, even for sales. The pace makes it difficult to enjoy all of the pros listed above.
677|google|pros|Good perks, food, general Google lifestyle
677|google|cons|Bad middle management, political, slow moving
678|google|pros|Culture of innovation, appreciation for strong performance, high value placed on quality managers.
678|google|cons|As the company grows, it takes longer to make decisions and get things done.
679|google|pros|1. The job is challenging and you get to learn.
679|google|cons|1. Promotion is hard. It depends on not only your performance, but also how your team's status, and some relatively random decision.
680|google|pros|Free food, nice environment, decent salary, good company reputation, and a lot more great things.
680|google|cons|Overall great experience, haven't found any.
681|google|pros|Free food, nice environment, decent salary, good company reputation, and a lot more great things.
681|google|cons|Overall great experience, haven't found any.
682|google|pros|-Amazing coworkers and teammates
682|google|cons|-Navigating career changes internally can be challenging. Just because you're at the company doesn't mean the process is necessarily easier for changing roles
683|google|pros|Google has a very open culture. Granted, being a large company, its ideals aren't always met, but the the culture of the company is to constantly strive to meet them. Among all the current large companies in the world, the culture is vastly superior.
683|google|cons|It spoils you. If you ever leave, it would be very hard to work somewhere else.
684|google|pros|Google offers real challenge to employees that want to work hard
684|google|cons|Working hard can include long hours, weekends, accommodating global timezones and other difficulties. This is not a 9-5 company. Moving up can be incredibly slow.
685|google|pros|Good food. Good co-workers, Opportunities to leave the comapny
685|google|cons|Work and life balance, no time off, the future of the company is all based on moonshots. The core products are doing well, but could have the stool pulled from under them at any moment.
686|google|pros|Opportunity to grow, training and integrity, people will feel good about themselg
686|google|cons|Diversity of employee not close to home or lack of individual recognition.
687|google|pros|Great work Envirnoment and friendly staff.
